dataset,method,num_samples,dev,test,seed
codex,LESS (RR),10000,0.5816573854535818,0.7562803232387917,1
codex,LESS (RR),10000,0.5534828808158636,0.7316074724737052,2
codex,LESS (UOT),500,0.4973703408613801,0.6366518332144698,0
codex,LESS (UOT),500,0.4905725456774235,0.6328911763188001,1
codex,LESS (UOT),500,0.4901655977591872,0.6332880067261489,2
codex,LESS (UOT),1000,0.48122728895395994,0.6288794797618646,0
codex,LESS (UOT),1000,0.5060456413775682,0.659314014621683,1
codex,LESS (UOT),1000,0.5030594114214182,0.6484703453811439,2
codex,LESS (UOT),2500,0.5068175736814737,0.6715600619444976,0
codex,LESS (UOT),2500,0.5455381460487843,0.7094145470575707,1
codex,LESS (UOT),2500,0.5384797062724829,0.6946612819022423,2
codex,LESS (UOT),5000,0.5289881974458694,0.7009169999006633,0
codex,LESS (UOT),5000,0.520528731867671,0.6786229151326257,1
codex,LESS (UOT),5000,0.5037663448601961,0.6743012807659201,2
codex,LESS (UOT),10000,0.5070898663252592,0.6863200318168949,0
codex,LESS (UOT),10000,0.4884740076959133,0.6652816129294602,1
codex,LESS (UOT),10000,0.5224961992353201,0.6994844065928781,2
codex,RDS+ (RR),500,0.7001186683773994,0.8353061903570149,0
codex,RDS+ (RR),500,0.7021870370954275,0.8334495598399961,1
codex,RDS+ (RR),500,0.7078424077481031,0.8408111069049384,2
codex,RDS+ (RR),1000,0.7071713227778673,0.8389971316666216,0
codex,RDS+ (RR),1000,0.7026559729129076,0.8293174802250153,1
codex,RDS+ (RR),1000,0.7118862122297287,0.8428007302856123,2
codex,RDS+ (RR),2500,0.775071993470192,0.9013644236366491,0
codex,RDS+ (RR),2500,0.7400478143244982,0.8712984716167321,1
codex,RDS+ (RR),2500,0.7738789934664965,0.9003928772903778,2
codex,RDS+ (RR),5000,0.7789230886846781,0.9032008025694538,0
codex,RDS+ (RR),5000,0.7556460499763489,0.8809274966652328,1
codex,RDS+ (RR),5000,0.7600039318203926,0.8852318881733997,2
codex,RDS+ (RR),10000,0.7624270636588335,0.8881993020909864,0
codex,RDS+ (RR),10000,0.7546088807284832,0.8809798677024003,1
codex,RDS+ (RR),10000,0.7557944469153881,0.8900228726702768,2
codex,Random,500,0.5952290985733271,0.748359086143004,0
codex,Random,500,0.5936631467193365,0.7440796403868778,1
codex,Random,500,0.5994407515972853,0.745599028125808,2
codex,Random,1000,0.621183417737484,0.7698159163465371,0
codex,Random,1000,0.6013224832713604,0.7537484427762998,1
codex,Random,1000,0.6257095672190189,0.7723648058804305,2
codex,Random,2500,0.6381950695067644,0.7901754149714032,0
codex,Random,2500,0.6464073061943054,0.793270130314537,1
codex,Random,2500,0.6514002420008183,0.800683539058711,2
codex,Random,5000,0.6713008880615234,0.8204544374870287,0
codex,Random,5000,0.6624451577663422,0.807086788017202,1
