dataset,method,num_samples,seed,true_metric
tydiqa,Random,1000,2,58.09953289444378
tydiqa,Random,2500,0,60.453518248255335
tydiqa,Random,2500,1,61.07768566789389
tydiqa,Random,2500,2,60.7009554397347
tydiqa,Random,5000,0,61.21975683783987
tydiqa,Random,5000,1,60.4800729028365
tydiqa,Random,5000,2,60.160751881798966
tydiqa,Random,10000,0,60.893826014573
tydiqa,Random,10000,1,61.535999276371044
tydiqa,Random,10000,2,60.46846074149499
tydiqa,EMBED (RR),500,0,48.95096866399156
tydiqa,EMBED (RR),500,1,47.01460626062487
tydiqa,EMBED (RR),500,2,46.059481199463654
tydiqa,EMBED (RR),1000,0,54.44706763411948
tydiqa,EMBED (RR),1000,1,54.95373379877022
tydiqa,EMBED (RR),1000,2,55.680422909747215
tydiqa,EMBED (RR),2500,0,59.17004521825179
tydiqa,EMBED (RR),2500,1,58.86866658912024
tydiqa,EMBED (RR),2500,2,58.887146215094226
tydiqa,EMBED (RR),5000,0,60.13425484659745
tydiqa,EMBED (RR),5000,1,60.19288394192126
tydiqa,EMBED (RR),5000,2,59.9200890253723
tydiqa,EMBED (RR),10000,0,60.79578774882403
tydiqa,EMBED (RR),10000,1,60.73094074117704
tydiqa,EMBED (RR),10000,2,60.729134793987946
tydiqa,RDS+ (RR),500,0,54.62616936328963
tydiqa,RDS+ (RR),500,1,54.590828831898435
tydiqa,RDS+ (RR),500,2,53.4615853287091
tydiqa,RDS+ (RR),1000,0,55.69279600308713
tydiqa,RDS+ (RR),1000,1,54.89277959853697
tydiqa,RDS+ (RR),1000,2,55.31527920504681
tydiqa,RDS+ (RR),2500,0,58.025707383280974
tydiqa,RDS+ (RR),2500,1,57.881635840098056
tydiqa,RDS+ (RR),2500,2,57.57362632818885
tydiqa,RDS+ (RR),5000,0,59.334004782596416
tydiqa,RDS+ (RR),5000,1,59.12527957250879
tydiqa,RDS+ (RR),5000,2,58.89675543466355
tydiqa,RDS+ (RR),10000,0,60.59901112446112
tydiqa,RDS+ (RR),10000,1,59.95760524510875
tydiqa,RDS+ (RR),10000,2,59.66937910705374
