dataset,method,num_samples,seed,true_metric
codex,RDS+ (RR),5000,2,93.91891891891892
codex,RDS+ (RR),10000,0,93.24324324324324
codex,RDS+ (RR),10000,1,91.21621621621621
codex,RDS+ (RR),10000,2,91.21621621621621
codex,LESS (DG),500,0,90.54054054054053
codex,LESS (DG),500,1,89.1891891891892
codex,LESS (DG),500,2,87.83783783783784
codex,LESS (DG),1000,0,87.83783783783784
codex,LESS (DG),1000,1,89.86486486486487
codex,LESS (DG),1000,2,91.21621621621621
codex,LESS (DG),2500,0,88.51351351351352
codex,LESS (DG),2500,1,91.8918918918919
codex,LESS (DG),2500,2,91.21621621621621
codex,LESS (DG),5000,0,90.54054054054053
codex,LESS (DG),5000,1,93.24324324324324
codex,LESS (DG),5000,2,91.8918918918919
codex,LESS (DG),10000,0,91.8918918918919
codex,LESS (DG),10000,1,93.24324324324324
codex,LESS (DG),10000,2,91.8918918918919
codex,LESS (UOT),500,0,90.54054054054053
codex,LESS (UOT),500,1,87.16216216216216
codex,LESS (UOT),500,2,86.48648648648648
codex,LESS (UOT),1000,0,89.86486486486487
codex,LESS (UOT),1000,1,91.8918918918919
codex,LESS (UOT),1000,2,88.51351351351352
codex,LESS (UOT),2500,0,91.8918918918919
codex,LESS (UOT),2500,1,90.54054054054053
codex,LESS (UOT),2500,2,90.54054054054053
codex,LESS (UOT),5000,0,91.8918918918919
codex,LESS (UOT),5000,1,91.8918918918919
codex,LESS (UOT),5000,2,91.8918918918919
codex,LESS (UOT),10000,0,92.56756756756756
codex,LESS (UOT),10000,1,93.24324324324324
codex,LESS (UOT),10000,2,89.1891891891892
codex,LESS (RR),500,0,87.83783783783784
codex,LESS (RR),500,1,87.83783783783784
codex,LESS (RR),500,2,87.83783783783784
codex,LESS (RR),1000,0,93.24324324324324
codex,LESS (RR),1000,1,91.8918918918919
codex,LESS (RR),1000,2,91.21621621621621
codex,LESS (RR),2500,0,87.83783783783784
codex,LESS (RR),2500,1,90.54054054054053
codex,LESS (RR),2500,2,91.8918918918919
codex,LESS (RR),5000,0,93.24324324324324
codex,LESS (RR),5000,1,92.56756756756756
codex,LESS (RR),5000,2,90.54054054054053
codex,LESS (RR),10000,0,92.56756756756756
codex,LESS (RR),10000,1,91.21621621621621
codex,LESS (RR),10000,2,94.5945945945946
codex,LESS (KNN-Unif.),500,0,89.86486486486487
codex,LESS (KNN-Unif.),500,1,88.51351351351352
codex,LESS (KNN-Unif.),500,2,91.21621621621621
codex,LESS (KNN-Unif.),1000,0,92.56756756756756
codex,LESS (KNN-Unif.),1000,1,92.56756756756756
codex,LESS (KNN-Unif.),1000,2,90.54054054054053
codex,LESS (KNN-Unif.),2500,0,89.86486486486487
codex,LESS (KNN-Unif.),2500,1,90.54054054054053
codex,LESS (KNN-Unif.),2500,2,87.83783783783784
codex,LESS (KNN-Unif.),5000,0,89.86486486486487
codex,LESS (KNN-Unif.),5000,1,90.54054054054053
codex,LESS (KNN-Unif.),5000,2,93.91891891891892
codex,LESS (KNN-Unif.),10000,0,91.8918918918919
codex,LESS (KNN-Unif.),10000,1,89.1891891891892
codex,LESS (KNN-Unif.),10000,2,93.24324324324324
codex,LESS (KNN-KDE),500,0,88.51351351351352
codex,LESS (KNN-KDE),500,1,89.1891891891892
codex,LESS (KNN-KDE),500,2,90.54054054054053
codex,LESS (KNN-KDE),1000,0,92.56756756756756
codex,LESS (KNN-KDE),1000,1,89.1891891891892
codex,LESS (KNN-KDE),1000,2,91.21621621621621
codex,LESS (KNN-KDE),2500,0,91.21621621621621
codex,LESS (KNN-KDE),2500,1,92.56756756756756
codex,LESS (KNN-KDE),2500,2,89.86486486486487
codex,LESS (KNN-KDE),5000,0,90.54054054054053
codex,LESS (KNN-KDE),5000,1,90.54054054054053
codex,LESS (KNN-KDE),5000,2,90.54054054054053
codex,LESS (KNN-KDE),10000,0,91.8918918918919
codex,LESS (KNN-KDE),10000,1,90.54054054054053
codex,LESS (KNN-KDE),10000,2,93.24324324324324
gsm8k,Random,500,0,82.4109173616376
gsm8k,Random,500,1,82.4109173616376
gsm8k,Random,500,2,82.2592873388931
gsm8k,Random,1000,0,82.03184230477635
gsm8k,Random,1000,1,82.33510235026536
gsm8k,Random,1000,2,82.4109173616376
gsm8k,Random,2500,0,80.89461713419257
gsm8k,Random,2500,1,81.42532221379834
gsm8k,Random,2500,2,82.4109173616376
gsm8k,Random,5000,0,80.89461713419257
gsm8k,Random,5000,1,80.59135708870356
gsm8k,Random,5000,2,79.83320697498104
gsm8k,Random,10000,0,79.37831690674754
gsm8k,Random,10000,1,79.30250189537529
gsm8k,Random,10000,2,80.43972706595906
gsm8k,EMBED (RR),500,0,77.10386656557998
gsm8k,EMBED (RR),500,1,78.62016679302502
gsm8k,EMBED (RR),500,2,79.30250189537529
gsm8k,EMBED (RR),1000,0,79.68157695223654
gsm8k,EMBED (RR),1000,1,79.9090219863533
gsm8k,EMBED (RR),1000,2,81.12206216830933
gsm8k,EMBED (RR),2500,0,78.92342683851402
gsm8k,EMBED (RR),2500,1,79.37831690674754
gsm8k,EMBED (RR),2500,2,80.43972706595906
gsm8k,EMBED (RR),5000,0,79.52994692949204
gsm8k,EMBED (RR),5000,1,78.69598180439728
gsm8k,EMBED (RR),5000,2,80.13646702047005
gsm8k,EMBED (RR),10000,0,79.9090219863533
gsm8k,EMBED (RR),10000,1,79.22668688400303
gsm8k,EMBED (RR),10000,2,80.0606520090978
gsm8k,RDS+ (RR),500,0,80.59135708870356
gsm8k,RDS+ (RR),500,1,81.34950720242608
gsm8k,RDS+ (RR),500,2,79.98483699772555
gsm8k,RDS+ (RR),1000,0,80.3639120545868
gsm8k,RDS+ (RR),1000,1,79.37831690674754
gsm8k,RDS+ (RR),1000,2,79.68157695223654
gsm8k,RDS+ (RR),2500,0,78.69598180439728
gsm8k,RDS+ (RR),2500,1,78.31690674753601
gsm8k,RDS+ (RR),2500,2,79.68157695223654
gsm8k,RDS+ (RR),5000,0,78.39272175890827
gsm8k,RDS+ (RR),5000,1,78.69598180439728
gsm8k,RDS+ (RR),5000,2,79.07505686125853
gsm8k,RDS+ (RR),10000,0,78.77179681576952
gsm8k,RDS+ (RR),10000,1,79.45413191811978
gsm8k,RDS+ (RR),10000,2,79.45413191811978
gsm8k,LESS (DG),500,0,83.77558756633815
gsm8k,LESS (DG),500,1,83.39651250947688
gsm8k,LESS (DG),500,2,84.1546626231994
gsm8k,LESS (DG),1000,0,82.86580742987113
gsm8k,LESS (DG),1000,1,81.27369219105383
gsm8k,LESS (DG),1000,2,83.16906747536012
gsm8k,LESS (DG),2500,0,81.88021228203183
gsm8k,LESS (DG),2500,1,81.42532221379834
gsm8k,LESS (DG),2500,2,81.72858225928734
gsm8k,LESS (DG),5000,0,81.04624715693708
gsm8k,LESS (DG),5000,1,82.03184230477635
gsm8k,LESS (DG),5000,2,81.04624715693708
gsm8k,LESS (DG),10000,0,80.2122820318423
gsm8k,LESS (DG),10000,1,81.42532221379834
gsm8k,LESS (DG),10000,2,81.42532221379834
gsm8k,LESS (UOT),500,0,84.23047763457164
gsm8k,LESS (UOT),500,1,84.91281273692191
gsm8k,LESS (UOT),500,2,84.00303260045489
gsm8k,LESS (UOT),1000,0,83.24488248673238
gsm8k,LESS (UOT),1000,1,82.86580742987113
gsm8k,LESS (UOT),1000,2,83.09325246398787
gsm8k,LESS (UOT),2500,0,82.18347232752085
gsm8k,LESS (UOT),2500,1,82.2592873388931
gsm8k,LESS (UOT),2500,2,81.19787717968158
gsm8k,LESS (UOT),5000,0,80.59135708870356
gsm8k,LESS (UOT),5000,1,81.34950720242608
